session_id,user_id,start_time,device_type,referrer_source,is_converted
a96af5e7-8bb9-4f81-954e-138cb3afe827,0094df58-edfe-4ecf-b214-94180bb4116e,37:52.0,mobile,organic_search,FALSE
3bf582b2-23bb-4515-9822-ae65b5faa2e1,0094df58-edfe-4ecf-b214-94180bb4116e,21:14.0,mobile,display_ad,TRUE
1b8ff75b-1ea1-4eef-bcf9-5b0beb724a14,0094df58-edfe-4ecf-b214-94180bb4116e,53:54.0,mobile,display_ad,TRUE
d073d5be-7f08-409d-ba89-aac0b87e96dd,0094df58-edfe-4ecf-b214-94180bb4116e,39:46.0,mobile,social_media,FALSE
1e44f3ad-f39a-4ec5-b8c9-2e198ea445e9,0094df58-edfe-4ecf-b214-94180bb4116e,34:43.0,mobile,paid_search,FALSE
66d4111c-c578-4e75-8a9a-4da2c7fa3ce0,009c99d4-5b5d-4a65-8f05-210ee8ca458c,47:02.0,mobile,organic_search,FALSE
3418d07a-e4bf-4422-b193-3862aff60fad,009c99d4-5b5d-4a65-8f05-210ee8ca458c,31:23.0,desktop,paid_search,FALSE
b3ded6ce-921b-4b78-accc-6e39e7e871e1,009c99d4-5b5d-4a65-8f05-210ee8ca458c,57:38.0,desktop,organic_search,FALSE
3f64087b-4cea-4073-b8a6-44f7b8e3b0bc,009dd6c6-a577-4e67-86e3-282903230157,30:17.0,mobile,social_media,TRUE
622ba5d7-7d1b-43d2-8e6d-f39735fcf7c8,009dd6c6-a577-4e67-86e3-282903230157,08:14.0,mobile,organic_search,FALSE
590ccc4b-8625-4206-acde-3c62dfdf319c,009dd6c6-a577-4e67-86e3-282903230157,47:39.0,mobile,direct,FALSE
ecb87543-c5ff-4cff-859f-6d5036cf22d1,009dd6c6-a577-4e67-86e3-282903230157,45:18.0,desktop,paid_search,TRUE
58d61a7b-84b2-4298-b9a2-b00473a5e1ca,009dd6c6-a577-4e67-86e3-282903230157,26:14.0,desktop,organic_search,FALSE
054cf943-c52b-4324-b914-f3f78b653a02,009dd6c6-a577-4e67-86e3-282903230157,39:36.0,mobile,direct,FALSE
67a3f7ab-4942-4f77-a0c9-df142b11f3f6,009dd6c6-a577-4e67-86e3-282903230157,42:07.0,tablet,social_media,FALSE
44046a74-7a34-48cc-ab61-63007a25f7b4,00a1185d-1d9d-4340-a6a7-0c61a7eef19a,55:11.0,mobile,email,FALSE
ec188d01-dacd-4218-bb4c-d9f1474ed9c0,00a1185d-1d9d-4340-a6a7-0c61a7eef19a,42:13.0,mobile,direct,FALSE
b8febfd2-c593-4cb5-96c7-69557691a27d,00a1185d-1d9d-4340-a6a7-0c61a7eef19a,57:51.0,desktop,organic_search,FALSE
e0447ac9-d20c-41fc-9079-4cc21ed023b5,00a44b47-ed18-48c2-8897-247a666b2cf8,35:09.0,mobile,referral,FALSE
6f2ccf93-430c-4004-9262-2a484984c040,00a44b47-ed18-48c2-8897-247a666b2cf8,28:44.0,mobile,organic_search,FALSE
2aef4d3f-70ae-4459-ac19-5de0128d293a,00a81f84-a503-40cd-9c4d-0e8832a7fcd4,57:10.0,tablet,organic_search,FALSE
102c18a8-9387-42eb-90da-6e27beb4bdf5,00a81f84-a503-40cd-9c4d-0e8832a7fcd4,16:06.0,mobile,organic_search,FALSE
5e74c012-f579-4735-8432-e6be4c392428,00a81f84-a503-40cd-9c4d-0e8832a7fcd4,50:07.0,mobile,organic_search,FALSE
b1686e4a-37ba-495d-aba1-005ba478698d,00a81f84-a503-40cd-9c4d-0e8832a7fcd4,39:01.0,mobile,organic_search,FALSE
249d31c6-0d4a-4032-a01d-6874cbe2d1e0,00afe4ef-c8da-4709-b5e7-3d396e78e39b,23:15.0,mobile,paid_search,FALSE
f9af6715-5fc0-41d0-93ef-9f68b81fc2e6,00afe4ef-c8da-4709-b5e7-3d396e78e39b,19:42.0,mobile,direct,FALSE
690a8554-577c-4b6b-8194-f405ab8a5c7b,00afe4ef-c8da-4709-b5e7-3d396e78e39b,58:13.0,mobile,social_media,FALSE
3686ff92-5ae6-4c3f-ad9b-7a9d44c984d9,00afe4ef-c8da-4709-b5e7-3d396e78e39b,57:24.0,mobile,referral,FALSE
35d5768a-6739-45f2-b78e-888d4ac1eca4,00afe4ef-c8da-4709-b5e7-3d396e78e39b,44:39.0,mobile,organic_search,FALSE
b47e435f-ac6e-4bd5-b52d-1fcf59facb5d,00afe4ef-c8da-4709-b5e7-3d396e78e39b,52:58.0,mobile,organic_search,FALSE
f3d113c8-6919-46d1-ba89-e9a0b93d8cdd,00b132c6-78c4-4c2c-982f-387f7516c0f1,11:06.0,desktop,direct,TRUE
26fa871b-d200-4406-9c8f-0b3f7ac89b0d,00be33ef-b050-4ac3-8f72-f509a73356c5,14:44.0,mobile,social_media,FALSE
b6ac3d77-f8eb-44e6-b901-092656102bbb,00be33ef-b050-4ac3-8f72-f509a73356c5,10:18.0,mobile,direct,FALSE
7f0886a4-a62d-4ed6-b56e-9191e1ac1b6e,00be33ef-b050-4ac3-8f72-f509a73356c5,06:27.0,mobile,social_media,FALSE
1f023f4b-6e07-4c17-9d01-d4b728fb7490,00be33ef-b050-4ac3-8f72-f509a73356c5,02:54.0,desktop,direct,FALSE
a118e92d-4b0f-4c94-95b3-c0145399515b,00be33ef-b050-4ac3-8f72-f509a73356c5,35:35.0,desktop,direct,TRUE
662a43c6-c2ee-4cad-81d7-80a443135acd,00be33ef-b050-4ac3-8f72-f509a73356c5,36:06.0,mobile,social_media,FALSE
ea6d8f94-0af1-4175-9905-cc53ee06d5e8,00e04a62-b9a6-4bd4-ad1e-fc5ec979e5b5,29:14.0,mobile,social_media,FALSE
fe7416e9-61c8-4231-92c1-1c4c7e8c8874,00e04a62-b9a6-4bd4-ad1e-fc5ec979e5b5,27:59.0,desktop,referral,FALSE
fdbf1a78-7d88-4e35-992f-fb0528fac4b5,00e16d30-c947-4111-bf9b-9875d86ad551,44:37.0,mobile,paid_search,FALSE
7f4adb9b-afb3-4431-9bdf-6b707c95ecb5,00e1e248-7bad-439a-a00f-8ff3ef560bc8,40:44.0,tablet,organic_search,FALSE
05d8e280-d045-408c-af8f-74c4f63ce310,00e1e248-7bad-439a-a00f-8ff3ef560bc8,05:09.0,mobile,organic_search,FALSE
f2ecfad1-9d87-47d2-bd8e-2d1f83da7f85,00e1e248-7bad-439a-a00f-8ff3ef560bc8,20:39.0,desktop,social_media,FALSE
2f848e2e-bee4-4bea-86d6-106c0bf18520,00e28344-5f53-4801-abeb-ac1702093ac0,55:07.0,desktop,paid_search,FALSE
c58d5f84-d52d-448f-b5e5-54d057395fc9,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,32:20.0,mobile,email,FALSE
a9324312-57a5-431f-bee8-73d58fa2709c,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,58:20.0,mobile,social_media,FALSE
042e9831-d961-49c5-800c-b5dd357bf997,00f1c5c1-c04e-4acf-ab78-e3f8e373e920,41:42.0,desktop,organic_search,FALSE
6c065be9-ec8f-4526-999e-4975d4fad00c,01036422-283f-49e2-b271-e040340b691d,54:17.0,mobile,organic_search,FALSE
e5ec2c55-53a6-45a6-93da-27989c053526,010d1e11-45d9-46a2-b818-bfc49e5634c3,37:42.0,mobile,organic_search,FALSE
37f8ee9c-2378-4bf5-9f12-7b53e41c0b56,011a7341-1f25-4cd0-9777-edabe4c60de7,39:28.0,mobile,organic_search,FALSE
8eb843b6-b7af-4c0c-8043-14b1fcc91c63,011a7341-1f25-4cd0-9777-edabe4c60de7,56:37.0,desktop,direct,TRUE
bae12ff4-537a-4c91-91f4-d831c496de7f,011a7341-1f25-4cd0-9777-edabe4c60de7,08:32.0,tablet,organic_search,FALSE
1bcc05f4-ee08-4012-9b4c-227f30118f84,011a7341-1f25-4cd0-9777-edabe4c60de7,45:42.0,mobile,paid_search,FALSE
3d357128-4069-4e5d-9731-3acdc3aebc54,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,45:26.0,desktop,email,FALSE
2a6c805f-e40f-4467-996c-d10c7fab4f90,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,00:25.0,tablet,organic_search,FALSE
de1ebaf2-1a14-4f67-bfda-61e9b11dc7c4,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,20:44.0,tablet,organic_search,TRUE
c9efbcad-48c2-490c-ad23-4c93208a37eb,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,23:45.0,mobile,organic_search,FALSE
b90ae20e-66f0-4a80-aad2-1154d556ebb8,011ac2e7-8641-4b9d-8f80-61a70f82b9ff,42:21.0,mobile,organic_search,FALSE
41c2fdfc-2ecf-43a6-bca9-81d799cfe9aa,011cb619-3e69-47bd-913c-670ecea4383c,18:11.0,mobile,direct,FALSE
d1f85c09-0eae-4cce-9b4d-1f0411ec1d38,011cb619-3e69-47bd-913c-670ecea4383c,06:38.0,mobile,organic_search,FALSE
a7a16a9d-56c7-4630-a207-887dc53cbaf5,011cb619-3e69-47bd-913c-670ecea4383c,27:00.0,desktop,social_media,TRUE
1ce0f4a7-b7bd-4835-a255-704411b31d52,011cb619-3e69-47bd-913c-670ecea4383c,03:49.0,desktop,organic_search,FALSE
1c5043de-5d41-4c6c-8b8e-487b545087ee,011cb619-3e69-47bd-913c-670ecea4383c,51:34.0,desktop,paid_search,FALSE
37930949-74e4-4ca6-89d0-eab286090081,011cb619-3e69-47bd-913c-670ecea4383c,54:20.0,mobile,paid_search,TRUE
d10a92dd-59c5-42ac-826d-c95b65935f1c,011cb619-3e69-47bd-913c-670ecea4383c,07:33.0,mobile,direct,FALSE
97f4a264-dfca-4774-b12a-d61fb101e5b1,011d5172-065b-470a-9627-c9740efea733,39:55.0,mobile,organic_search,FALSE
6c21a709-87f1-4c5d-9032-d39fc6208813,011d5172-065b-470a-9627-c9740efea733,03:21.0,mobile,organic_search,FALSE
76d0b091-3637-4a5c-bd0d-41995a4f1571,0128ad9c-4395-474d-8751-f86586e8a287,21:35.0,mobile,organic_search,FALSE
626d50d9-8d64-4919-84c3-5d82c2511056,0128ad9c-4395-474d-8751-f86586e8a287,45:57.0,desktop,email,FALSE
75248449-c36a-432b-ab2e-c58815b14799,0128ad9c-4395-474d-8751-f86586e8a287,00:35.0,mobile,email,FALSE
30906fc3-16cb-4341-8096-92df2c20db3d,0134db95-49c5-4edd-9af5-dd4d243f9dc9,25:48.0,mobile,organic_search,FALSE
e24e75b9-4549-4c03-bf48-79f67f0dc76c,0134db95-49c5-4edd-9af5-dd4d243f9dc9,21:18.0,mobile,direct,FALSE
c9862eca-83b9-4e0d-b7a2-8969384ad765,0134db95-49c5-4edd-9af5-dd4d243f9dc9,47:35.0,mobile,paid_search,FALSE
9dbce08b-cba0-4b3e-83ff-281ed0bc1934,01365d19-97bd-4510-becc-97a4399a42ea,41:36.0,desktop,paid_search,FALSE
064cb466-0fce-4ebe-aaca-a544b712f176,01365d19-97bd-4510-becc-97a4399a42ea,11:30.0,desktop,social_media,TRUE
1220e762-66bd-468c-8d7c-f7adfbaa0147,01365d19-97bd-4510-becc-97a4399a42ea,04:15.0,mobile,social_media,FALSE
4961947e-5ae8-4a3b-8f2e-99c833470ea3,013ac83a-1c1b-435a-bad4-32895bed11de,51:03.0,mobile,organic_search,FALSE
aea68e40-bc29-48ee-a807-dcaa68df85b5,013ac83a-1c1b-435a-bad4-32895bed11de,04:20.0,mobile,direct,FALSE
cb173c99-b48f-493b-b019-f37210fc80c2,013ac83a-1c1b-435a-bad4-32895bed11de,20:47.0,mobile,direct,TRUE
b66132f3-937f-4884-8492-baf0c3664f2e,013ac83a-1c1b-435a-bad4-32895bed11de,28:49.0,desktop,organic_search,FALSE
4462e0a1-a44d-4618-9214-1409ff524e94,013ce3ff-d769-4b92-96b4-85ab9e3306cf,01:44.0,tablet,organic_search,FALSE
5ea14eb0-284b-4652-b7a9-df0dd8c83975,013ddfd0-2472-48d6-8897-bca4578cb338,27:07.0,desktop,organic_search,FALSE
390e4821-c4b6-490a-9ca8-cccdd913d8a4,013ddfd0-2472-48d6-8897-bca4578cb338,14:27.0,mobile,social_media,FALSE
89fe2a8b-08ba-4c4b-acce-9f383241ec0b,013ddfd0-2472-48d6-8897-bca4578cb338,06:22.0,mobile,direct,FALSE
3bd86563-4754-40f5-80b0-5e958b119a6e,013ddfd0-2472-48d6-8897-bca4578cb338,07:58.0,mobile,paid_search,FALSE
978bc31f-954d-42bd-a9af-7b329f57d616,013ddfd0-2472-48d6-8897-bca4578cb338,49:13.0,mobile,organic_search,TRUE
33f11476-5dd6-4d18-baa4-d3e7be3515ca,015dc404-220f-4421-81d5-1d35a39e3d0d,15:03.0,mobile,paid_search,FALSE
23166a8b-f1cf-4a20-86a6-394ff71958ed,015dc404-220f-4421-81d5-1d35a39e3d0d,51:41.0,desktop,direct,FALSE
deae5e5b-b514-4f35-a331-e6f5dfbc6004,015dc404-220f-4421-81d5-1d35a39e3d0d,28:37.0,mobile,organic_search,TRUE
01c700aa-d0bf-4a17-a3f7-1f9a9b3a774d,015e55dc-0aab-4172-881a-addc29c923f2,46:49.0,desktop,social_media,FALSE
ddbf0a02-e48a-4255-903a-2ea3f17fce9e,015e55dc-0aab-4172-881a-addc29c923f2,16:21.0,desktop,direct,FALSE
713bfa93-113d-4d70-9b29-94e1631deca5,01646c9a-6cf9-472c-ac15-d3574e0ea47d,58:40.0,mobile,direct,FALSE
d1789b31-6c89-4bdc-b423-51f7c997db8b,01646c9a-6cf9-472c-ac15-d3574e0ea47d,38:45.0,mobile,direct,FALSE
279b33df-9fb2-49d2-ac74-4e0b14b17280,01646c9a-6cf9-472c-ac15-d3574e0ea47d,38:35.0,mobile,social_media,FALSE
5a9ba1bd-f366-40a2-b4e7-7bd576d6e958,01646c9a-6cf9-472c-ac15-d3574e0ea47d,32:41.0,mobile,email,FALSE
96198a24-45e4-4e1a-9603-ec3bd2f274fd,016c988f-c7fb-4907-bb80-19c346d0c340,24:48.0,mobile,email,FALSE
3b49fd4d-5a6e-4ab9-a8e3-6a11798b6d4f,016c988f-c7fb-4907-bb80-19c346d0c340,00:19.0,tablet,organic_search,FALSE
8929f383-b8f6-4a05-984b-c2fe751d6816,016c988f-c7fb-4907-bb80-19c346d0c340,00:51.0,desktop,email,FALSE
dcb632b7-a51c-4aeb-9692-79c29c8f8daf,016c988f-c7fb-4907-bb80-19c346d0c340,47:40.0,desktop,social_media,FALSE
9e798554-9d4a-49ff-85aa-d862cf79035b,016c988f-c7fb-4907-bb80-19c346d0c340,49:43.0,mobile,social_media,FALSE
38096782-55f4-4b5f-882e-6beb04145bae,01713c82-c910-473e-9eb7-53f826316301,48:25.0,mobile,social_media,FALSE
dd86afc2-aa3c-43e0-a6ff-8af2de9e5fe6,01722924-508b-4f42-bb2d-f0aec08dd0d8,55:00.0,mobile,direct,FALSE
d010df1b-eec4-429b-bbcc-0104ca14602c,01722924-508b-4f42-bb2d-f0aec08dd0d8,07:36.0,desktop,referral,TRUE
e089707e-124f-49ac-957e-ae6143260c41,0173b571-9c45-4c7d-95c5-3526071295a9,45:04.0,mobile,direct,FALSE
373e3f55-faee-4e58-b1df-2e95422e9d48,0173b571-9c45-4c7d-95c5-3526071295a9,51:36.0,desktop,paid_search,FALSE
b50c0304-c625-4d9e-a8a1-e2818de354bf,0173b571-9c45-4c7d-95c5-3526071295a9,21:35.0,desktop,direct,FALSE
05b05e4b-3eed-4f68-bf17-d642f9e87988,0173b571-9c45-4c7d-95c5-3526071295a9,55:16.0,mobile,social_media,FALSE
40c56036-77d6-4aed-92dc-bd946c476af4,017a071a-020a-4f16-bead-2e4323b74c7d,15:12.0,mobile,paid_search,FALSE
5b555d0f-71a1-4229-ab22-bb80be25926f,017a071a-020a-4f16-bead-2e4323b74c7d,06:46.0,desktop,direct,FALSE
e7fabacb-4a2d-49d7-a84b-31c173909f7b,018c34c8-22a2-4113-88e0-f0f581fe477e,47:14.0,mobile,organic_search,FALSE
6580f9b0-6780-4e63-bbd1-cae63788c83f,018c34c8-22a2-4113-88e0-f0f581fe477e,00:31.0,mobile,email,FALSE
af68dbbd-f91e-4aef-9b68-e47a963424db,018c34c8-22a2-4113-88e0-f0f581fe477e,20:20.0,mobile,social_media,FALSE
e5a12118-0a30-44cd-acec-a82868cd105e,018c34c8-22a2-4113-88e0-f0f581fe477e,59:40.0,desktop,organic_search,FALSE
891cc097-3de5-494d-8d10-2064e3597df3,019a38c6-bf74-45ff-9a2d-72543b0d0e59,46:08.0,mobile,organic_search,FALSE
7f6f34f1-a729-4a55-8c3b-d8dd1aff033d,019d2207-742d-4f4f-ae8a-775586907590,30:18.0,desktop,organic_search,FALSE
c1e34152-f716-49b7-9554-68888cc66c2f,019d2207-742d-4f4f-ae8a-775586907590,10:10.0,mobile,social_media,FALSE
16d3c5a7-57ed-478c-9e60-0204a1973088,019d2207-742d-4f4f-ae8a-775586907590,36:13.0,desktop,organic_search,FALSE
9d412302-96d7-4e5a-bf25-d780d3189620,019eb900-d747-4c39-af30-422fb5975b77,19:17.0,mobile,organic_search,FALSE
45a6ff80-c344-4b36-8171-2a43ef6b2970,019eb900-d747-4c39-af30-422fb5975b77,05:49.0,mobile,organic_search,FALSE
4d719a74-beb9-4934-87c7-bde3b4b64443,019eb900-d747-4c39-af30-422fb5975b77,37:57.0,mobile,organic_search,FALSE
83558163-31c5-4860-ac8c-f6ca24395c64,01abc648-9108-45f9-ba28-0f3ac8d5100a,39:26.0,mobile,direct,FALSE
552671f8-9d4d-481a-8cb4-e8d09dc70782,01abc648-9108-45f9-ba28-0f3ac8d5100a,17:59.0,mobile,organic_search,FALSE
e1b9ba28-1da9-4803-8f7f-354e09ae8fc9,01abc648-9108-45f9-ba28-0f3ac8d5100a,46:43.0,desktop,email,FALSE
0fb4d45c-ca53-4674-a4eb-2e45facd603a,01abc648-9108-45f9-ba28-0f3ac8d5100a,11:48.0,desktop,direct,FALSE
6f42eeb1-3cf0-4ed9-b988-d6ffb35d2c29,01ae38b1-0044-4dd1-82c9-a1d7d02ef238,26:36.0,mobile,organic_search,FALSE
3c3d8003-347e-4fb7-9a54-363b70469fbb,01b6a001-2b2d-4764-93d6-b98a5d26b814,35:11.0,desktop,paid_search,FALSE
d0fa0252-a09e-40b3-87e8-bf141ed0852a,01b6a001-2b2d-4764-93d6-b98a5d26b814,33:42.0,mobile,social_media,FALSE
a11bae24-c631-40da-b958-3458c03fc978,01b6a001-2b2d-4764-93d6-b98a5d26b814,00:00.0,mobile,organic_search,FALSE
e370185a-14a0-4f02-a8b6-90c79c9e735d,01b7c90a-b4b2-47f5-b813-a3e3d1d72282,57:23.0,desktop,organic_search,FALSE
a8cd8da2-44c8-4593-86f6-7442647ed7bc,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,05:03.0,mobile,social_media,FALSE
e9dce53e-05ac-4ae1-82f6-f5c691c32f27,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,05:36.0,mobile,direct,FALSE
d8862ffe-1bc2-4b79-9af9-32f09d829cc4,01bccf92-fdbf-4e1c-b59b-69ec2320d19b,22:03.0,desktop,email,FALSE
9376bc6e-d6b3-4b28-9401-355113435763,01cba754-2521-4a2a-ac8f-3517d04bc7ec,14:36.0,mobile,organic_search,FALSE
4f3ce4a6-2bef-4a54-8177-c4aeff5ffa30,01cd8947-fe96-4d6a-b441-9e511aed2b95,21:42.0,mobile,social_media,FALSE
c64c6339-9778-49e7-909b-c043e359ce28,01d20689-c80e-4d38-93c8-6291023a895a,06:08.0,tablet,email,FALSE
1e5ad422-3ff4-45ad-8903-5b0065d79b09,01d3ed57-405a-4831-a28d-b3b503ea0547,11:01.0,mobile,organic_search,FALSE
9dd11bb5-cb0b-4ae9-93b5-708d96bb2252,01d3ed57-405a-4831-a28d-b3b503ea0547,27:54.0,desktop,email,FALSE
c9197877-88bb-4950-b31a-59bcc2f27f81,01d3ed57-405a-4831-a28d-b3b503ea0547,57:14.0,mobile,organic_search,FALSE
01e76393-02d7-425d-9208-45d0255cb068,01d3ed57-405a-4831-a28d-b3b503ea0547,55:07.0,mobile,email,FALSE
0b602e8e-dd06-49cd-bf27-924508466e5c,01d3ed57-405a-4831-a28d-b3b503ea0547,24:52.0,mobile,organic_search,FALSE
5013cf57-e543-4214-a265-69974a498a4f,01f78da9-164a-4923-b6a4-a623d4deff1d,26:32.0,mobile,organic_search,FALSE
2a0563a5-2ac2-4251-8a55-55fdf619bf17,01fb4862-2311-407e-9294-aa0a4ac9a81d,01:29.0,desktop,social_media,FALSE
d40e1132-1e71-4842-b859-c221b370afd0,0201393b-1811-4d77-bf28-e657ae0b5e64,17:54.0,mobile,email,FALSE
a3f3fa21-25a9-4286-bb4f-011b2644ffba,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,35:49.0,desktop,paid_search,FALSE
ae7ed5d8-852f-4ac9-83ff-2a2cbb705a1d,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,03:12.0,mobile,direct,FALSE
109e930f-f230-4154-9a2d-489e5d02890d,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,58:28.0,tablet,paid_search,FALSE
e03e6e55-b743-43d9-b120-cfed63d301bb,020eb0bd-ab59-42d7-a104-ee0b1acbbebd,55:13.0,mobile,paid_search,FALSE
49821957-a791-47ae-bab9-b39987e4a4b6,021c8e28-1b05-403a-a692-6df4df49d566,44:15.0,desktop,organic_search,FALSE
60ec6820-e786-430a-967d-0b71f870187a,021c8e28-1b05-403a-a692-6df4df49d566,04:19.0,desktop,email,FALSE
1859b64d-d435-4e29-99ce-c942fc4435d7,021c8e28-1b05-403a-a692-6df4df49d566,25:56.0,mobile,direct,FALSE
3fcc63c7-da87-4ee3-9498-4580d31425c1,021c8e28-1b05-403a-a692-6df4df49d566,16:30.0,desktop,direct,TRUE
a1630329-c599-40aa-9143-686f5a9c1fb6,02287feb-fd4c-46db-bba2-c8fbd0059fe9,51:25.0,mobile,direct,FALSE
b406d0a3-a7b4-4b57-88e5-2927f90231a8,023a77ee-f13b-4af5-8b3a-419051be9a95,47:19.0,mobile,organic_search,FALSE
fd780808-a7cf-45ad-a712-70c2f6b6ea72,023a77ee-f13b-4af5-8b3a-419051be9a95,04:57.0,mobile,email,FALSE
d71e226d-a56e-4829-82ff-74ad3c97f48a,023a77ee-f13b-4af5-8b3a-419051be9a95,49:37.0,desktop,social_media,FALSE
e60eb711-fe5a-4716-a7ef-4dc4a7d01322,02428a8a-606c-45c3-8148-ee22a12a0b7a,12:23.0,mobile,direct,FALSE
b3f1dac0-dbe5-4af3-b05c-82892358aa21,02428a8a-606c-45c3-8148-ee22a12a0b7a,55:41.0,mobile,organic_search,FALSE
e33c7054-15da-47a1-9e50-4dade61322fe,02428a8a-606c-45c3-8148-ee22a12a0b7a,14:10.0,mobile,organic_search,FALSE
60f83eb0-8e9a-4c45-9be8-00302a5ad761,02428a8a-606c-45c3-8148-ee22a12a0b7a,42:44.0,tablet,direct,FALSE
321091d8-4874-464e-85fe-8c7a0d7ccdff,02428a8a-606c-45c3-8148-ee22a12a0b7a,32:18.0,desktop,paid_search,FALSE
ba5e6857-c70b-4ad0-857c-fd2d01f867e0,02428a8a-606c-45c3-8148-ee22a12a0b7a,32:04.0,desktop,organic_search,FALSE
0574bd83-8ee3-462f-aec8-61f572255248,02428a8a-606c-45c3-8148-ee22a12a0b7a,52:21.0,mobile,social_media,FALSE
56d33a3e-3b2c-43bb-925c-ef52958a9ac6,02428a8a-606c-45c3-8148-ee22a12a0b7a,07:03.0,tablet,email,FALSE
3ea8fd57-f0a4-43b4-bafc-55d87b9f0396,02428a8a-606c-45c3-8148-ee22a12a0b7a,16:32.0,mobile,organic_search,TRUE
f90db7e8-e651-44da-96a6-317733f7e48c,02428a8a-606c-45c3-8148-ee22a12a0b7a,41:33.0,mobile,social_media,FALSE
efa2cc8b-bcf5-4b10-b98a-2c2fd349b461,02470159-b4ad-4d03-9778-cd122aad7bed,50:32.0,mobile,email,FALSE
2616e488-3eb6-4288-aa43-afd4231eb8b5,02470159-b4ad-4d03-9778-cd122aad7bed,06:59.0,mobile,direct,FALSE
7eeaf995-1d5f-400f-891b-7045eea10105,02470159-b4ad-4d03-9778-cd122aad7bed,38:12.0,mobile,organic_search,FALSE
167bce6c-f39d-4eda-9f28-928ecb31f55f,02470159-b4ad-4d03-9778-cd122aad7bed,03:47.0,mobile,email,FALSE
b887ca9a-c977-4739-b232-8f8d282498cd,02470159-b4ad-4d03-9778-cd122aad7bed,39:04.0,mobile,organic_search,FALSE
b30544d6-8e13-450a-938d-450f4ed1b4bd,02470159-b4ad-4d03-9778-cd122aad7bed,40:10.0,mobile,paid_search,FALSE
3e408856-15f1-4970-956e-cfdc00cc7027,024b69f7-8099-44ee-9bee-d7435be470a1,06:31.0,desktop,direct,FALSE
14fe95d0-d625-4dcd-8eb0-0592b5b870f6,026847cc-ee0c-431e-9de9-1fe41b3df33f,59:20.0,desktop,organic_search,FALSE
fc19f141-05a2-430b-bf71-745948562903,026847cc-ee0c-431e-9de9-1fe41b3df33f,24:09.0,mobile,direct,FALSE
431f07f0-4cc6-477d-b5de-e3b66ba2dcda,026847cc-ee0c-431e-9de9-1fe41b3df33f,22:25.0,mobile,direct,FALSE
